"hhid","hhsize","adult","child","poly","boy","girl","otheradult","porl_hh","spouseabroad_hh","mealdata_hhmin","hh_kcal","hh_protein","hh_fat","hh_carb","hh_calcium","hh_iron","sampletype","AE_OECD","agehead","sexhead","maritalhead","abroadhead","lithead","noschoolhead","secondschoolhead","agworkhead","BMIhead","I_kcalhead","agespouse","sexspouse","abroadspouse","litspouse","noschoolspouse","secondschoolspouse","agworkspouse","BMIspouse","I_kcalspouse","nonfoodexp_hhwk","nonfoodexp_hhwk_pc","nonfoodexp_hhwk_AE_OECD","foodpurch_hhwk","foodprod_hhwk","foodother_hhwk","foodtot_hhwk","foodpurch_hhwk_pc","foodpurch_hhwk_AE_OECD","foodtot_hhwk_pc","foodtot_hhwk_AE_OECD","foodshare","totexp_hhwk","hhds","nofood","hungrynight","hungryday","dvcode","vcode","aeu","hhweightR2","popweightR2","hhsize_India_grp","hhsize_FAO_I","hhsize_FAO_age","hhsize_FAO_grp","hhsize_IOM_grp","hhsize_IOM_I"
49,6,4,2,0,2,0,2,1,0,0,2691.67050983557,144.89867982191,43.7893333189423,415.824008682135,881.128799904779,50.6755441657936,2,3.1,53,1,2,0,1,0,1,0,24.4807509295485,1453.59953364165,48,2,0,1,0,0,0,27.0670751799525,1238.07097619391,3737.88461538462,622.980769230769,1205.76923076923,35,280.723333333333,0,315.723333333333,5.83333333333333,11.2903225806452,52.6205555555556,101.84623655914,0.0778869928536598,4053.60794871795,10,0,0,0,40,1604101,4.48999989032745,6064.89013671875,36389.33984375,1.58,1.35578784700743,1.42492754838116,1.42492754838116,1.38226161840833,1.2161672967867
50,4,1,3,0,2,1,0,0,0,0,1716.56864554803,99.3809985328185,26.0615976833977,267.134342344402,208415.813605946,192.434919811404,2,1.9,64,2,3,0,1,0,0,1,16.0437673974603,1526.79667769108,NA,NA,NA,NA,NA,NA,NA,NA,NA,402.038461538462,100.509615384615,211.599190283401,240,170.346666666667,679.797161172161,410.346666666667,60,126.315789473684,102.586666666667,215.971929824561,0.505113464562406,812.385128205128,12,0,0,0,40,1604101,2.50999999046326,6064.89013671875,24259.560546875,1.23,1.06788441402006,1.26014398059351,1.26014398059351,1.27406133013546,1.09888311347966
51,5,1,4,0,3,1,0,0,0,0,3162894.74097413,109890.156970783,40907.3958920182,602638.304186738,848894.441097764,29342.1242495776,2,2.2,31,2,2,0,1,0,1,0,24.5446062720597,903559.449579427,NA,NA,NA,NA,NA,NA,NA,NA,NA,7511.53846153846,1502.30769230769,3414.33566433566,270,146.166937543534,271.585714285714,416.166937543534,54,122.727272727273,83.2333875087068,189.166789792515,0.0524952576557303,7927.705399082,10,0,0,0,40,1604101,3.8299999833107,6064.89013671875,30324.451171875,3.64,2.59258831859154,2.80527462256323,2.86696417122251,2.78787787713074,2.62944167947972
53,5,2,3,0,2,1,0,0,0,7,4810265.02281079,168271.449072738,60321.0985149759,919824.303793505,964427.405176317,44765.937579642,2,2.4,33,1,2,0,0,1,0,1,19.6292736854668,1655134.69984251,28,2,0,1,0,0,0,23.0764080195898,1343396.44612718,764.423076923077,152.884615384615,318.509615384615,430,470.214285714286,419.038644688645,900.214285714286,86,179.166666666667,180.042857142857,375.089285714286,0.540787024200895,1664.63736263736,12,0,0,0,40,1604101,3.27999994158745,6064.89013671875,30324.451171875,3.95,2.67315656182987,2.96482820516473,2.8906113769477,3.04055012813049,2.75761960520882
54,5,4,1,0,0,1,2,0,0,8,956005.207129866,56607.8633284448,32538.3541131161,34794.9482065535,562483.850529744,36.9680599169943,2,2.8,63,1,2,0,1,0,1,0,24.5135399750248,141741.28897585,43,2,0,1,0,0,0,28.5453174480837,210965.001318391,5410.69230769231,1082.13846153846,1932.39010989011,655,608.977005981404,24.5,1263.9770059814,131,233.928571428571,252.795401196281,451.420359279073,0.189369232628802,6674.66931367371,10,0,0,0,40,1604101,3.62999996542931,6064.89013671875,30324.451171875,4.2,3.16721727561898,3.10272948393271,3.13018777682289,3.27853148692737,3.17318000832641
56,7,4,3,0,3,0,2,0,0,2,1903803.94161023,164193.321413287,96555.0290844521,24434.8251241778,29074.4942793371,766.629292852005,2,3.4,53,1,2,0,0,0,0,1,20.9449171569392,528444.156913607,43,2,0,0,0,0,0,17.7995249969898,376064.115007018,780,111.428571428571,229.411764705882,190,2114.43833333333,0,2304.43833333333,27.1428571428571,55.8823529411765,329.205476190476,677.775980392157,0.747117654591895,3084.43833333333,12,0,0,0,40,1604101,5.2799998819828,6064.89013671875,42454.23046875,5.71,3.19051629756191,4.94010368320862,5.06817288685107,5.15926632382431,3.25632483343036
58,4,2,2,0,1,1,0,0,0,13,33014.6605664313,135.850726027972,908.627185711772,404.597307475696,4539.80778856909,145.15925828732,2,2.1,53,1,2,0,1,0,0,1,20.2691876301875,8224.30649258288,48,2,0,1,0,0,0,18.3488410635225,8626.07715863729,1326.53846153846,331.634615384615,631.684981684982,270,32.4133333333333,56.6666666666667,302.413333333333,67.5,128.571428571429,75.6033333333333,144.006349206349,0.185649037795581,1628.95179487179,9,0,0,0,40,1604101,3.41999995708466,6064.89013671875,24259.560546875,3.3,3.14539851311573,3.35791202623964,3.44986029442743,3.23236908215445,2.82563703493608
61,5,2,3,0,3,0,0,0,0,11,153533.195941879,5643.20636900332,2104.19186994811,28694.0801564139,1625655.22724372,2376.18659076606,3,2.4,53,1,2,0,0,1,0,1,21.0606019709598,29296.9487135775,42,2,0,1,0,0,1,24.3217742780929,23970.2719728781,614.884615384615,122.976923076923,256.201923076923,608,0.68,74.5,608.68,121.6,253.333333333333,121.736,253.616666666667,0.497464533010108,1223.56461538462,10,0,0,0,40,1775772301,4.16999995708466,6064.89013671875,30324.451171875,4.44,4.04515405334342,4.75271526959934,4.73530994276364,4.51066288163397,3.77983585165724
62,3,3,0,0,0,0,1,0,0,6,846.993013220644,2473.80425548397,1501.16576744301,126.583432701917,462776.898274184,11.9029133917861,3,2,78,1,2,0,0,1,0,0,17.0277166026861,232.580142418899,68,2,0,0,1,0,0,20.6354000287493,115.987681642128,543.653846153846,181.217948717949,271.826923076923,256,0,101.05,256,85.3333333333333,128,85.3333333333333,128,0.320138521475638,799.653846153846,8,0,0,0,40,1775772301,2.31999999284744,6064.89013671875,18194.669921875,2.21,1.86297404700528,2.38410305217545,2.38410305217545,2.43977336245918,1.82213139470659
63,5,2,3,0,1,2,0,1,0,0,13122.8402200595,714.712516064985,214.065693069482,50101.3297714463,3116.9970479437,224.59170185856,3,2.4,39,1,2,0,1,0,0,0,20.3103188947846,12755.9825143403,33,2,0,1,0,0,0,24.3291335323064,119.789868665912,1920.32692307692,384.065384615385,800.136217948718,355,0,51.9806458478446,355,71,147.916666666667,71,147.916666666667,0.156021535366853,2275.32692307692,11,0,0,0,40,1775772301,3.65999999642372,6064.89013671875,30324.451171875,3.76,2.48748832712751,2.81354401146522,2.90445631287829,2.89550455547428,2.5044776850594
66,6,NA,NA,NA,NA,NA,NA,0,0,0,11370.933412214,438.762084457173,1486.71074267333,576.039085479234,16802.8984809314,689.357176986942,3,NA,57,1,2,0,1,0,0,1,20.5873275811315,10734.2636776662,50,2,0,1,0,0,0,28.4809121153942,494.314535335219,759.038461538462,126.50641025641,NA,140,8.75564584784459,17.5,148.755645847845,23.3333333333333,NA,24.7926076413074,NA,0.16386496082921,907.794107386306,10,0,0,0,40,1775772301,2.34999996423721,6064.89013671875,18194.669921875,2.41,2.17883240623682,2.29894313001679,2.38515273821868,2.22913146934571,2.05297929311778
67,3,2,1,0,1,0,0,0,0,7,443609.769023134,21155.5236894005,12115.6450793671,38241.3823916274,380493.588874327,1547.59315505148,3,1.8,41,1,2,0,0,1,0,0,21.3214556274587,213671.786184919,35,2,0,1,0,0,1,28.008635250165,170329.166367627,946.153846153846,315.384615384615,525.641025641026,145,5.52631578947368,120,150.526315789474,48.3333333333333,80.5555555555556,50.1754385964912,83.625730994152,0.137256349675133,1096.68016194332,9,0,0,0,40,1775772301,2.5699999332428,6064.89013671875,18194.669921875,2.98,2.57937333318089,2.70338999823161,2.70338999823161,2.63222159525362,2.41483472742623
68,5,4,1,0,0,1,2,0,0,8,1766.31365200765,136.535907630205,2314.41499270228,334.674921905455,480.701655064935,20.8938608193208,3,2.8,45,1,2,0,1,0,0,1,21.7903340295385,749.478612704483,40,2,0,1,0,0,0,23.9628826677559,97.5528655194391,792.076923076923,158.415384615385,282.884615384615,121,0.6,5,121.6,24.2,43.2142857142857,24.32,43.4285714285714,0.133088619104548,913.676923076923,9,0,1,0,40,1775772301,4.19999992847443,6064.89013671875,30324.451171875,4.35,3.60850232475397,3.65751886284073,3.65751886284073,3.71342682131892,3.5513106994349
69,9,NA,NA,0,NA,NA,NA,2,0,0,32711.5545517226,12941.4045739817,411.467542324522,4856.10147128403,234029.29642695,16467.6072564568,3,NA,73,1,2,0,0,1,0,1,19.7998341763888,32083.9139778902,43,2,0,1,0,0,1,17.3827690701605,9.40116634799235,635.057692307692,70.5619658119658,NA,122,878.226666666667,216.745,1000.22666666667,13.5555555555556,NA,111.136296296296,NA,0.611653050539787,1635.28435897436,8,0,0,0,40,1775772301,5.47999992966652,6064.89013671875,48519.12109375,5.13,3.67686075519769,4.28024451106875,4.1921380443682,4.44991498421797,3.67470004660798
70,3,2,1,0,0,1,0,0,0,11,748866.109817468,65764.6577806869,39473.0127217624,2111.24516195128,666876.800849882,14073.8843035527,3,1.8,53,1,2,0,1,0,0,0,29.7887970615243,370915.222286104,41,2,0,1,0,0,1,15.577982319451,244997.486279946,1341.15384615385,447.051282051282,745.08547008547,450,21.9333333333333,244.5,471.933333333333,150,250,157.311111111111,262.185185185185,0.260292686790062,1813.08717948718,12,0,0,0,40,1775772301,2.34999996423721,6064.89013671875,18194.669921875,2.3,1.92867387601545,2.11628781740463,2.11628781740463,2.05106760811477,1.87521233336817
71,6,NA,NA,0,NA,NA,NA,1,0,0,160564.356618721,26038.574500374,3269.1913036671,23765.1384022146,35812.287591447,1384.42633470243,3,NA,73,1,3,0,0,1,0,1,21.814860009953,1038.45198181851,NA,NA,NA,NA,NA,NA,NA,NA,NA,709.115384615385,118.185897435897,NA,485,0,46.5,485,80.8333333333333,NA,80.8333333333333,NA,0.406158404998873,1194.11538461538,10,0,0,0,40,1775772301,3.41999995708466,6064.89013671875,30324.451171875,3.59,2.82003855474808,3.1503648083486,3.1837780999259,3.25678524666571,2.83886296124903
72,7,5,2,0,1,1,3,2,0,0,163920.981754092,8670.60421124444,54232.1466782278,4679.86046537211,5778.10534095407,268.103931232918,3,3.6,51,1,2,0,1,0,0,0,31.422245194632,40216.7933497576,45,2,0,1,0,0,0,25.7070144378987,25632.5767295252,2683.94230769231,383.42032967033,745.53952991453,974,724,310.838095238095,1698,139.142857142857,270.555555555556,242.571428571429,471.666666666667,0.387499396561939,4381.94230769231,11,0,0,0,40,1775772301,5.17999991774559,6064.89013671875,42454.23046875,5.46,4.08402171746335,4.16072295220037,4.16072295220037,4.12510946905048,3.8814969416206
74,5,NA,NA,0,NA,NA,NA,0,0,0,639575.793873974,36286.8442179204,30047.6269932683,20296.5603494436,41361.5769020117,4343.11352470645,3,NA,51,1,2,0,0,1,0,1,17.964669979322,175038.544268171,40,2,0,1,0,0,1,20.6927657099808,192584.578729607,1097.88461538462,219.576923076923,NA,525,1008.43,570.1,1533.43,105,NA,306.686,NA,0.582761936195099,2631.31461538462,10,0,0,0,40,1775772301,3.3199999332428,6064.89013671875,24259.560546875,2.33,2.49120228481148,2.76213330961796,2.76213330961796,2.52465189475552,2.19090454452721
75,5,2,3,0,2,1,0,0,0,0,751180.084418674,11139.7433683038,22565.727114588,103410.287144916,869992.299631229,4424.55890381579,3,2.4,53,1,2,0,1,0,0,0,22.2082071111754,53135.5965863919,33,2,0,1,0,0,0,25.0454326006034,323350.596106716,896.903846153846,179.380769230769,373.709935897436,316,263.113333333333,101.25,579.113333333333,63.2,131.666666666667,115.822666666667,241.297222222222,0.392348640233671,1476.01717948718,11,0,1,0,40,1775772301,3.75999993085861,6064.89013671875,30324.451171875,3.42,2.47142982477338,2.69334772731821,2.78295760271576,2.61300672913132,2.29188296586007
76,6,NA,NA,0,NA,NA,NA,1,0,0,1045.33367613363,98.7897037798173,48.3585661449166,87.4204765725548,608.779841544716,19.5539110206419,3,NA,39,1,2,0,0,1,0,0,19.4435541343341,293.661544733583,34,2,0,0,1,0,0,18.055948303851,198.037179529191,1647.88461538462,274.647435897436,NA,466,251.921904761905,213.503225806452,717.921904761905,77.6666666666667,NA,119.653650793651,NA,0.303457572987601,2365.80652014652,9,0,0,0,40,1775772301,3.9899999499321,6064.89013671875,30324.451171875,4.22,2.96844961515041,3.48469856164436,3.3880440287015,3.44940949177394,2.85315332500693
77,6,4,2,0,1,1,2,0,0,2,82036.2846499141,4556.42683708156,2002.91719026172,121168.927804459,1016.03056359911,1809.81570200159,3,3.1,56,1,2,0,1,0,1,0,21.9847865277228,39468.2760970358,47,2,0,1,0,0,1,35.9389963413416,20287.1630157207,1541.92307692308,256.987179487179,497.394540942928,369,22.3333333333333,31,391.333333333333,61.5,119.032258064516,65.2222222222222,126.236559139785,0.202421847023091,1933.25641025641,12,0,0,0,40,1775772301,4.71999990940094,6064.89013671875,36389.33984375,5.13,4.3017353240933,4.03477137087869,4.03756661493407,3.92149762896396,3.93990489417002
78,4,2,2,0,1,1,0,0,0,0,680034.909012323,58802.1952911574,35941.7089175907,57.3276619255093,667705.703466293,1804.7750948942,3,2.1,33,1,2,0,1,0,0,0,19.1621301775148,279647.7092286,29,2,0,1,0,0,0,21.5626484193733,305378.31789265,518.230769230769,129.557692307692,246.776556776557,707,459.666666666667,120,1166.66666666667,176.75,336.666666666667,291.666666666667,555.555555555556,0.692425925644108,1684.89743589744,10,0,0,0,40,1775772301,2.78999996185303,6064.89013671875,24259.560546875,2.54,1.5550350774948,1.792361036074,1.792361036074,2.00024187039,1.6400420085553
80,7,NA,NA,0,NA,NA,NA,1,0,0,955817.36602508,31860.6777348101,3153.20286717718,48124.2424716358,615802.769153791,273.785623738452,3,NA,55,1,2,0,1,0,0,1,20.5915516791828,207580.753175438,45,2,0,1,0,0,0,21.7050152207554,185915.310697978,1172.42307692308,167.489010989011,NA,177,1136.03333333333,13.3333333333333,1313.03333333333,25.2857142857143,NA,187.57619047619,NA,0.528286606803889,2485.45641025641,9,0,0,0,40,1775772301,5.10999989509583,6064.89013671875,36389.33984375,4.77,3.86042080521459,4.53417599644765,4.49691027606318,4.53607651007379,3.64883010046426
81,6,4,2,0,0,2,2,0,0,8,749306.59561264,29399.2052341306,67.3693807981615,88411.28092421,155118.283147734,7804.76685750329,3,3.1,28,1,2,0,1,0,0,0,23.8015580562954,171837.533274356,23,2,0,1,0,0,0,26.4335938113956,178952.350717901,6677.11538461538,1112.85256410256,2153.90818858561,150,28.2,20,178.2,25,48.3870967741935,29.7,57.4838709677419,0.0259944276816081,6855.31538461538,10,0,0,0,20,3043114201,4.2399999499321,4782.97021484375,28697.8203125,4.7,3.27800100044352,3.45675768515414,3.48421597804432,3.64316102311988,3.33197009956859
82,5,2,3,0,2,1,0,0,0,10,1301534.01428692,105011.880375992,48496.8534739464,46.9670219383328,352009.76728627,7739.19104427984,3,2.4,48,1,2,0,0,1,0,0,23.1283774292869,284390.068889341,38,2,0,0,1,0,0,21.5036535128959,278702.271459709,1945.36538461538,389.073076923077,810.56891025641,987,0,0,987,197.4,411.25,197.4,411.25,0.33658834099539,2932.36538461538,10,0,0,0,20,3043114201,4.03999990224838,4782.97021484375,23914.8515625,4.75,3.22765162124097,3.61035554932446,3.49282350580488,3.42154985976139,3.05733067186818
83,7,2,5,0,2,3,0,0,0,9,1659287.96807918,121265.046129028,68743.0328401911,178417.436320471,38901.3499579737,27223.1115338566,3,3,35,1,2,0,1,0,0,0,19.9342400975315,318978.053699261,28,2,0,0,1,0,1,24.2039407353992,286200.219318657,1934.07692307692,276.296703296703,644.692307692308,620,164.8,270,784.8,88.5714285714286,206.666666666667,112.114285714286,261.6,0.288648593593509,2718.87692307692,12,0,0,0,20,3043114201,4.68999993801117,4782.97021484375,33480.79296875,5.86,4.16136757759413,4.51152994732418,4.56184650472807,4.58779605922034,4.08227810701923
86,6,3,3,0,1,2,2,1,0,0,55515.7968138803,39.2016444856984,1369.43114867962,47.8522758976224,351.946274071835,10.7603406418697,3,2.9,73,2,3,0,0,1,0,1,25.9329962848689,55515.7968138803,NA,NA,NA,NA,NA,NA,NA,NA,NA,5311,885.166666666667,1831.37931034483,123,0,75.2,123,20.5,42.4137931034483,20.5,42.4137931034483,0.0226352594773647,5434,9,0,0,0,20,3043114201,3.72000002861023,4782.97021484375,28697.8203125,0.5,0.784138181736663,0.804875953987641,0.804875953987641,0.782816747691578,0.694383223779692
87,3,2,1,0,1,0,0,0,0,10,102834.863354001,32613.9356789225,611.166460431894,72058.8480852615,938015.026064397,7173.81784051473,3,1.8,39,1,2,0,1,0,0,0,22.5648215207914,732.998912105279,28,2,0,1,0,0,1,21.7337220989362,66572.4685047834,660,220,366.666666666667,147,4.8,174.513333333333,151.8,49,81.6666666666667,50.6,84.3333333333333,0.186991869918699,811.8,11,0,0,0,20,3043114201,2.33999997377396,4782.97021484375,14348.91015625,2.72,1.95378043799926,2.09723821394965,2.16410307952032,2.17102967485541,1.98122717262038
89,7,NA,NA,NA,NA,NA,NA,1,0,0,441731.930592886,26823.2270308739,41656.5421606022,4515.34272075947,493929.018007459,11230.6397237582,3,NA,33,1,2,0,0,1,0,0,NA,124920.515008523,22,2,0,0,1,0,0,23.0740250355344,131177.075555811,348.384615384615,49.7692307692308,NA,161,0,28,161,23,NA,23,NA,0.316067653276956,509.384615384615,9,0,0,0,20,3043114201,3.08999997377396,4782.97021484375,23914.8515625,3.43,1.38796399678056,2.6364050421977,2.66386333508788,2.65615554129119,1.43814827309956
90,6,2,4,0,3,1,0,0,0,15,5745766.74906468,167938.717356951,45106.1051771869,1207246.12356981,1319773.0888926,45946.8896020528,3,2.7,58,1,2,0,1,0,0,0,19.8528921161095,1135110.51038785,48,2,0,1,0,0,1,16.8008042881029,1106313.17681939,2245.21153846154,374.201923076923,831.559829059829,710,84.2,60,794.2,118.333333333333,262.962962962963,132.366666666667,294.148148148148,0.261300580704514,3039.41153846154,11,0,0,0,20,3043114201,4.75999993085861,4782.97021484375,28697.8203125,5.41,3.91214919424707,4.55665959087046,4.42956470549338,4.25654731373808,3.63963326615813
91,6,3,3,0,1,2,1,1,0,0,1047.62076786434,3919.96165185094,1715.02122108925,46028.9100626445,391068.120962332,1268.37823921551,3,2.9,30,1,2,0,0,1,0,0,20.8592046494233,214.307629166324,27,2,0,0,1,0,1,18.1406505102898,214.900428189637,664.673076923077,110.778846153846,229.197612732095,155,0,14.8,155,25.8333333333333,53.448275862069,25.8333333333333,53.448275862069,0.189099781807944,819.673076923077,8,0,0,0,20,3043114201,3.9099999666214,4782.97021484375,28697.8203125,4.4,3.3967683572449,4.0327231517505,4.18579762552307,3.98369158783946,3.22356117969617
92,5,2,3,0,1,2,0,0,0,0,1070.44069412249,94.910379338843,26.0598573616334,109.772467794456,722089.510788623,22.9472294437795,3,2.4,33,1,2,0,1,0,0,0,19.9008133306884,320.865142341199,29,2,0,1,0,0,1,25.3159189740942,265.133455384074,2530.55769230769,506.111538461538,1054.39903846154,295,30,27.6666666666667,325,59,122.916666666667,65,135.416666666667,0.113813144408003,2855.55769230769,8,0,0,0,20,3043114201,3.72999995946884,4782.97021484375,23914.8515625,3.83,3.02430410523241,3.23821260516845,3.16641495761701,3.06625459237918,2.9329633223365
93,6,4,2,0,1,1,2,0,0,0,4540.53633764064,138.974356522579,1923.92632489435,877.718643167545,1051.98190922204,39.9648093326692,3,3.1,43,1,2,0,0,1,0,0,24.3926563523955,195.273618465808,39,2,0,0,1,0,1,NA,NA,1782.92307692308,297.153846153846,575.136476426799,455,0,468.333333333333,455,75.8333333333333,146.774193548387,75.8333333333333,146.774193548387,0.203313511841336,2237.92307692308,7,0,0,0,20,3043114201,4.5699999332428,4782.97021484375,28697.8203125,2.7,2.67575946102153,2.88813686815917,2.88813686815917,2.83653203428092,2.55695810755
94,5,NA,NA,0,NA,NA,NA,1,0,0,1461048.54617654,100474.252099831,45593.3033418422,167253.288606364,2213317.75762045,23367.9872732763,3,NA,33,1,2,0,1,0,0,1,19.8473638313159,439230.570531927,19,2,0,1,0,0,1,21.8715863972632,431357.593598865,760.384615384615,152.076923076923,NA,797,262.515,30.0236666666667,1059.515,159.4,NA,211.903,NA,0.582183210020671,1819.89961538462,11,0,0,0,20,3043114201,2.89999997615814,4782.97021484375,19131.880859375,3.76,2.83777297834572,3.27021487027522,3.22210581008465,3.19259321513814,2.8826294977119
95,6,NA,NA,0,NA,NA,NA,0,0,0,3067504.06642822,237237.493549977,148800.181712973,359928.16816031,155182.195947115,44427.6332367785,3,NA,38,1,2,0,1,0,0,0,31.3760854635745,774535.101075971,29,2,0,1,0,1,0,26.2461603040731,918109.938061384,3182.19230769231,530.365384615385,NA,835,40,110,875,139.166666666667,NA,145.833333333333,NA,0.21566638543138,4057.19230769231,12,0,0,0,20,3043114201,3.21999996900558,4782.97021484375,23914.8515625,4.13,2.73126744354176,2.61651429482573,2.60563268345244,2.7016991380011,2.79504942668863
96,5,NA,NA,0,NA,NA,NA,0,0,0,1122.33895018064,91.5262688449819,38605.8847689245,61.5128120079852,847589.102056589,22.443632304068,3,NA,53,1,2,0,0,1,0,1,16.4029612425606,320.685019175736,33,2,0,0,1,0,1,22.856902784641,302.521817138175,504.230769230769,100.846153846154,NA,255,12.415,24,267.415,51,NA,53.483,NA,0.34655150156085,771.645769230769,9,0,0,0,20,3043114201,3.0799999833107,4782.97021484375,19131.880859375,3.55,2.62457070498781,3.15063669008695,3.10996424983785,2.91957658388359,2.47228554605151
98,3,2,1,0,1,0,0,0,0,7,54317.2614462286,3426.06041377044,1184.9799860309,6794.96258592029,37085.6492945909,1568.24607138694,3,1.8,31,2,2,0,1,0,0,1,22.3448827327337,18987.8579809381,41,1,0,1,0,0,0,19.1792693408724,34940.0483798338,1065.34615384615,355.115384615385,591.858974358974,132,18,20,150,44,73.3333333333333,50,83.3333333333333,0.123421627266686,1215.34615384615,7,1,1,0,20,3043114201,2.43999993801117,4782.97021484375,14348.91015625,2.82,2.04730516999003,2.26497758546289,2.35963349752803,2.34055294650366,2.01439090696483
