"hhid","hhsize","adult","child","poly","boy","girl","otheradult","porl_hh","spouseabroad_hh","mealdata_hhmin","hh_kcal","hh_protein","hh_fat","hh_carb","hh_calcium","hh_iron","sampletype","AE_OECD","agehead","sexhead","maritalhead","abroadhead","lithead","noschoolhead","secondschoolhead","agworkhead","BMIhead","I_kcalhead","agespouse","sexspouse","abroadspouse","litspouse","noschoolspouse","secondschoolspouse","agworkspouse","BMIspouse","I_kcalspouse","nonfoodexp_hhwk","nonfoodexp_hhwk_pc","nonfoodexp_hhwk_AE_OECD","foodpurch_hhwk","foodprod_hhwk","foodother_hhwk","foodtot_hhwk","foodpurch_hhwk_pc","foodpurch_hhwk_AE_OECD","foodtot_hhwk_pc","foodtot_hhwk_AE_OECD","foodshare","totexp_hhwk","hhds","nofood","hungrynight","hungryday","dvcode","vcode","aeu","hhweightR2","popweightR2","hhsize_India_grp","hhsize_FAO_I","hhsize_FAO_age","hhsize_FAO_grp","hhsize_IOM_grp","hhsize_IOM_I"
1575,4,2,2,0,0,2,0,0,0,12,1878.23757170172,1924.98530925233,105.490582159221,1259.64559601471,24412.1774299725,981.838110910218,3,2.1,47,1,2,0,0,1,0,0,19.9401454778477,530.120884660601,33,2,0,0,1,0,0,19.4973415798611,447.545856136368,552.788461538462,138.197115384615,263.232600732601,120,0,199.895833333333,120,30,57.1428571428571,30,57.1428571428571,0.178362155209375,672.788461538462,10,1,1,0,55,32829470101,2.82999995350838,6522.58984375,26090.359375,3.54,2.16074677450381,2.35128962089745,2.46495752198953,2.44579271223634,2.12788089454156
1576,5,NA,NA,0,NA,NA,NA,0,0,0,6844.39918827906,1842.20528011021,163.312227912945,3483.22438726189,2843.47112865401,110.931946064458,3,NA,44,1,2,0,0,1,0,0,26.0886465142523,303.656594627489,34,2,0,0,1,0,1,19.5785372637359,246.496833412763,939.807692307692,187.961538461538,NA,191,0,15,191,38.2,NA,38.2,NA,0.168905819529948,1130.80769230769,9,1,0,0,55,32829470101,3.28999996185303,6522.58984375,26090.359375,3.79,2.96679938287345,3.14094132350767,3.10555577943622,3.06419389252962,2.84643522833765
1577,6,NA,NA,0,NA,NA,NA,1,0,0,12700.1269048681,2257.16502504751,28263.1478136577,2829.72988449462,18611.0384309646,941.164553168253,3,NA,68,1,2,0,1,0,0,0,16.6575113932292,11303.8599560096,58,2,0,0,1,0,0,19.9927986138326,198.603472064686,1069.82692307692,178.304487179487,NA,286,1.8,157.5,287.8,47.6666666666667,NA,47.9666666666667,NA,0.211987546142449,1357.62692307692,10,0,0,0,55,32829470101,3.50999999046326,6522.58984375,32612.94921875,3.61,2.75119419096357,3.46282846277218,3.46672054903432,3.29462076194931,2.52972148429012
1578,4,NA,NA,0,NA,NA,NA,0,0,0,41938.8340125104,540.754038430276,11691.3292949506,4508.77426253074,341632.182690122,503.879901335801,3,NA,53,2,3,0,0,0,0,1,17.4072604641936,5374.63484856314,NA,NA,NA,NA,NA,NA,NA,NA,NA,2626.61538461538,656.653846153846,NA,358,743.988571428571,6.4,1101.98857142857,89.5,NA,275.497142857143,NA,0.295549912090363,3728.60395604396,12,0,0,0,55,32829470101,2.46999996900558,6522.58984375,19567.76953125,2.64,1.72858428508802,2.17110770601065,2.17110770601065,2.13572145343929,1.74890767140874
1579,4,3,1,0,0,1,1,0,0,6,66758.6723369643,9308.61479098378,982.280593229347,12713.7216285164,17382.9384799566,24879.2451482968,3,2.3,38,1,2,0,0,1,0,0,20.1766907140928,1088.13676261504,33,2,0,0,1,0,1,24.5403946702648,52055.2900696192,2030.67307692308,507.668269230769,882.901337792642,234,154.6,24.4,388.6,58.5,101.739130434783,97.15,168.95652173913,0.160626761694152,2419.27307692308,10,1,0,0,55,32829470101,3.5699999332428,6522.58984375,26090.359375,3.82,3.21112972534719,3.54944178239337,3.44037841445745,3.4427416640543,3.05022649489717
1580,5,2,3,0,1,2,0,1,0,14,60693.6273149526,6898.43640787521,2501.23145939067,5771.08708941507,947830.25130225,11004.3262712359,3,2.4,35,1,2,0,0,1,0,0,18.0725946221679,4046.47844350492,27,2,0,1,0,0,0,20.7541202768654,87.5714995036532,1822.30769230769,364.461538461538,759.294871794872,112,176.066666666667,714.6,288.066666666667,22.4,46.6666666666667,57.6133333333333,120.027777777778,0.136500268514761,2110.37435897436,10,1,0,0,55,32829470101,3.29999998211861,6522.58984375,32612.94921875,4.3,2.57256339684066,2.88730615884055,2.97351576704244,2.94132721956009,2.61306156135087
1581,1,1,0,0,0,0,0,0,0,6,134.848369991621,8.00275859550562,6.32771129213483,7.14648564245965,61.5316060524345,2.51327518486879,3,1,35,2,5,0,0,1,0,1,22.3449075250122,134.848369991621,NA,NA,NA,NA,NA,NA,NA,NA,NA,541.692307692308,541.692307692308,541.692307692308,68,40,151.5,108,68,68,108,108,0.166232536111769,649.692307692308,7,1,1,1,55,32914469601,0.829999983310699,6522.58984375,6522.58984375,1,0.842549256575358,0.8955707826039,0.8955707826039,0.850438131633552,0.760209918377976
1582,6,2,4,0,3,1,0,0,0,6,1993.03517823119,97.0810611564164,59.0214335922402,403.450985818875,766507.641885492,23.9191425755748,3,2.7,55,1,2,0,1,0,0,1,20.5363921835876,343.779666029318,42,2,0,0,1,0,0,20.0605372303055,216.942257815907,1704.63461538462,284.105769230769,631.346153846154,276,928.333333333333,449.85,1204.33333333333,46,102.222222222222,200.722222222222,446.049382716049,0.414007082430768,2908.96794871795,7,0,0,0,55,32914469601,4.33999991416931,6522.58984375,39135.5390625,4.99,3.73379852739092,4.04629688368029,3.89375024079467,3.96352122952193,3.74768456380069
1583,7,3,4,0,2,2,1,0,0,0,1366.79953099345,47.7140720386756,1045.23196673898,136.38883249982,963406.296579959,18.7514712770455,3,3.2,45,1,2,0,0,1,0,1,NA,NA,37,2,0,0,1,0,1,19.3075813104388,157.144227564583,1231.15384615385,175.879120879121,384.735576923077,278,165.015,94.6,443.015,39.7142857142857,86.875,63.2878571428571,138.4421875,0.264617873530356,1674.16884615385,9,1,0,0,55,32914469601,4.91999989748001,6522.58984375,45658.12890625,4.83,3.22423720061481,3.79010921269487,3.9288021581872,3.76069757721417,3.20455929580478
1584,5,NA,NA,0,NA,NA,NA,0,0,0,1271.10482668573,64.1522597053352,17.2223885565459,451.388583075607,466.940972814484,3493.52816545331,3,NA,39,1,2,0,0,1,0,0,20.5378153960184,327.184997550741,36,2,0,0,1,0,0,17.2,360.832992096977,2184.53846153846,436.907692307692,NA,348,45.015,41.8333333333333,393.015,69.6,NA,78.603,NA,0.152475983860068,2577.55346153846,10,0,0,0,55,32914469601,3.09999996423721,6522.58984375,26090.359375,3.8,2.15288105040585,2.57708038470013,2.4998625149721,2.46743183706778,2.18142543336302
1585,4,NA,NA,0,NA,NA,NA,0,0,0,27496.0453716539,552.068269837662,504.981272556818,1719.45798550545,243669.183707702,175.406812266106,3,NA,42,1,2,0,1,0,0,1,16.1983493144163,23712.8560647706,40,2,0,0,0,0,0,19.6846202280548,278.794903202677,2134.42307692308,533.605769230769,NA,126,2.4,169.38,128.4,31.5,NA,32.1,NA,0.0567432784778714,2262.82307692308,9,1,0,0,55,32914469601,2.55999994277954,6522.58984375,19567.76953125,2.66,2.00780918605936,2.38402054251744,2.43384651321832,2.41009856012845,1.96772650103417
1586,8,NA,NA,0,NA,NA,NA,0,0,0,95013.8220897622,3799.33994130752,479.389699179022,24485.6209939494,20833.5249130649,1202.26641900553,3,NA,51,1,2,0,0,1,0,1,22.0836801603615,91749.1264812502,42,2,0,0,0,0,1,17.8968915336517,681.234368505205,1972.05769230769,246.507211538462,NA,167,434,163,601,20.875,NA,75.125,NA,0.233574241959955,2573.05769230769,8,1,0,0,55,32914469601,5.59999990463257,6522.58984375,45658.12890625,4.97,3.35001345437643,4.8117856771276,4.78046324180992,4.38297304532585,3.08693279924897
1588,5,2,3,0,1,2,0,0,0,0,6108.9463649427,193.504743669827,44.7471883045176,1216.54165529755,1052.3199487995,56.7991072294898,3,2.4,43,1,2,0,0,1,0,1,NA,NA,38,2,0,1,0,0,0,20.3977190979109,303.402696860925,2183.78846153846,436.757692307692,909.911858974359,153,686,178.166666666667,839,30.6,63.75,167.8,349.583333333333,0.277558291185546,3022.78846153846,9,0,0,0,55,32914469601,3.74999994039536,6522.58984375,32612.94921875,3.7,2.21199650219699,2.40843327092162,2.44970532465879,2.37811799947255,2.2221696431089
1589,3,2,1,0,1,0,0,1,0,11,9251.08354016196,227.15743330721,16309.2786034013,2258.79879609938,436944.811849733,907.555841612157,3,1.8,33,1,2,0,1,0,1,1,23.3107012225814,1030.13744070773,28,2,0,1,0,0,1,17.7734375,671.690251306771,602.192307692308,200.730769230769,334.551282051282,205,353,86.8,558,68.3333333333333,113.888888888889,186,310,0.480954748881154,1160.19230769231,8,0,0,0,55,32914469601,2.37999993562698,6522.58984375,19567.76953125,2.89,2.28514214959661,2.70450724722424,2.60360187040909,2.63739201295072,2.2909100150771
1590,8,NA,NA,NA,NA,NA,NA,1,0,0,6432.15803386569,413.266305015838,112.657277995469,733.594372026316,2812.46472560895,14787.8986412459,3,NA,65,1,2,0,1,0,0,1,21.0231891145314,5630.83150162514,31,2,0,0,0,0,1,22.2005495429396,321.880619745873,646.019230769231,80.7524038461538,NA,216,193,55,409,27,NA,51.125,NA,0.387670658573486,1055.01923076923,9,1,0,0,55,32914469601,3.50999996066093,6522.58984375,32612.94921875,3.55,2.43251985480689,2.86311005507546,2.94039431866651,3.01725761277556,2.4705543192
1591,4,2,2,0,1,1,0,0,0,0,2023.50133560152,52.5049155418481,11856.234329434,5707.1055137002,271.137062810837,15.2531301866722,3,2.1,48,1,2,0,0,1,0,1,17.7898762568413,536.589657524553,45,2,0,0,1,0,1,17.8121358177657,396.865597147194,1381.76923076923,345.442307692308,657.985347985348,95,528.571428571429,56,623.571428571429,23.75,45.2380952380952,155.892857142857,296.938775510204,0.310955360959197,2005.34065934066,7,0,0,0,55,32914469601,3.32999992370605,6522.58984375,26090.359375,2.6,2.50959771827723,2.83387178422007,2.70571599885062,2.63222159525362,2.31742269128762
1592,2,2,0,0,0,0,0,0,0,0,21721.9321169157,986.761643681088,603.288302814102,961.331808644879,137410.49038305,10.2178274147412,3,1.5,51,1,2,0,0,1,0,0,NA,NA,29,2,0,0,1,0,0,17.634200361189,21721.9321169157,525.923076923077,262.961538461538,350.615384615385,188,0,68.3333333333333,188,94,125.333333333333,94,125.333333333333,0.263333692490033,713.923076923077,7,1,0,0,55,32914469601,1.84999996423721,6522.58984375,13045.1796875,1,0.553767057817657,0.637768461703375,0.637768461703375,0.664991101358266,0.608435507653827
1595,4,2,2,0,2,0,0,1,0,0,379.917999901223,16.4103495926583,14.3868066062842,42.0333592531783,126.286784799071,4.53034717747607,3,2.1,29,1,2,0,1,0,0,1,NA,NA,23,2,0,1,0,0,0,24.2575846475755,157.004064614451,736.384615384615,184.096153846154,350.659340659341,87,10,105,97,21.75,41.4285714285714,24.25,46.1904761904762,0.116392837363855,833.384615384615,10,0,0,0,55,32914469601,2.86999997496605,6522.58984375,26090.359375,2.43,1.50144167345923,1.61549963568277,1.61549963568277,1.76244119996484,1.58109750522889
1596,4,2,2,0,1,1,0,1,0,0,48514.315561929,1614.8374783293,498.685354990584,5264.47191064989,1494.28607368487,125.83274288549,3,2.1,31,1,2,0,0,1,0,1,NA,NA,26,2,0,1,0,0,1,17.3350849641979,13942.8527716699,976.461538461538,244.115384615385,464.981684981685,179,24,26,203,44.75,85.2380952380952,50.75,96.6666666666667,0.172112437226896,1179.46153846154,7,1,0,0,55,32914469601,2.75999996066093,6522.58984375,26090.359375,2.58,1.47734045990973,1.89216115498127,1.82501581317518,1.77101646870713,1.4624011703414
1597,1,1,0,0,0,0,0,0,0,9,17035.892332696,107.466,45.5328,3785.36626666666,4275.98164,263.734807727741,3,1,63,2,3,0,0,1,0,1,17.60006834978,17035.892332696,NA,NA,NA,NA,NA,NA,NA,NA,NA,319.230769230769,319.230769230769,319.230769230769,63,29.25,90,92.25,63,63,92.25,92.25,0.224190307052391,411.480769230769,8,1,1,1,55,32914469601,0.610000014305115,6522.58984375,6522.58984375,0.51,0.706473705185944,0.804875953987641,0.804875953987641,0.805739250722756,0.692806082590674
1598,1,1,0,0,0,0,0,0,0,12,143.180449203314,5.70392,6.61969466666667,6.46385013333332,216.758677333333,414.779737190949,3,1,73,2,3,0,0,1,0,0,21.2816477385461,143.180449203314,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.038461538462,203.038461538462,203.038461538462,125,0,86.9,125,125,125,125,125,0.38105287841482,328.038461538462,8,0,0,0,55,32914469601,0.610000014305115,6522.58984375,6522.58984375,0.5,0.624796097673117,0.684144560889495,0.684144560889495,0.680298423787654,0.579400963010511
1599,1,1,0,0,0,0,0,0,0,11,26198.2353563682,1192.75844383363,724.267298583451,42.8116123343417,9497.99946526618,8.56205094586864,3,1,63,2,3,0,0,1,0,0,17.0496042911364,26198.2353563682,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.634615384615,225.634615384615,225.634615384615,77,2.4,132.775,79.4,77,77,79.4,79.4,0.260298326797715,305.034615384615,9,1,0,0,55,32914469601,0.610000014305115,6522.58984375,6522.58984375,0.51,0.470176013783855,0.563413167791349,0.563413167791349,0.583616215597586,0.45907807749531
1600.1,3,NA,NA,0,NA,NA,NA,0,0,0,566.076134469572,52.6267023181389,1427.34920800165,59.3491124801764,543.104644201937,12.4853406755732,3,NA,28,1,1,0,1,0,0,0,16.7935693983127,284.250489022219,NA,NA,NA,NA,NA,NA,NA,NA,NA,610.884615384615,203.628205128205,NA,95,53,36.415,148,31.6666666666667,NA,49.3333333333333,NA,0.19502306015914,758.884615384615,9,0,0,0,55,32914469601,1.63999998569489,6522.58984375,13045.1796875,1.51,1.08784797519048,1.39353498606591,1.39353498606591,1.44979177675937,1.11869939210584
1601,2,2,0,0,0,0,0,0,0,8,1032.82415718231,61.2178670634921,17.8107926587302,155.739431010168,375.291354365079,18.3899439275123,3,1.5,45,2,2,0,1,0,0,0,21.6590040054438,509.422329180451,53,1,0,1,0,1,0,NA,523.401828001861,1063.53846153846,531.769230769231,709.025641025641,350,0,56.2033333333333,350,175,233.333333333333,175,233.333333333333,0.247605572485851,1413.53846153846,8,0,0,0,30,33327623701,1.85999995470047,4702.14013671875,9404.2802734375,1.58,0.605350075745126,1.42492754838116,1.42492754838116,1.38226161840833,0.577432752640981
1602,3,NA,NA,0,NA,NA,NA,0,0,0,196271.655444214,57.9103807603114,31.2239286880074,120.612664670554,1054.40127874211,13.4836079663981,3,NA,53,1,2,0,1,0,1,0,20.2859909020656,99758.8774166209,46,2,0,1,0,1,0,28.5048582193139,96512.7780275928,717.230769230769,239.076923076923,NA,520,12.5,5.41666666666667,532.5,173.333333333333,NA,177.5,NA,0.426091773612778,1249.73076923077,10,0,0,0,30,33327623701,1.85999995470047,4702.14013671875,9404.2802734375,1.58,1.33280570211486,1.42492754838116,1.42492754838116,1.38226161840833,1.20985453266788
1603,4,NA,NA,0,NA,NA,NA,0,0,0,83520.6364977936,3240.67663752828,3354.30674791789,8161.83200343097,76850.3137021936,362.885956535881,3,NA,30,1,2,0,1,0,0,0,18.6642477178184,0.9,25,2,0,0,1,0,0,17.7353998581168,54345.1266359306,794.692307692308,198.673076923077,NA,360,0,94.26,360,90,NA,90,NA,0.311771367663713,1154.69230769231,11,0,0,0,30,33327623701,2.33999997377396,4702.14013671875,14106.419921875,2.87,1.86662721568924,2.26996883916853,2.20282349736244,2.26951826585128,1.94151115888015
1604,5,NA,NA,0,NA,NA,NA,1,0,0,2139.93967815167,78.3533892074597,38.2738947290352,360.946168762496,751.258041834101,27.0752728606912,3,NA,38,1,2,0,1,0,0,0,26.8871298580732,893.09528809431,23,2,0,1,0,1,0,20.5520966094042,845.121942638623,1806.65384615385,361.330769230769,NA,419,0,17.5,419,83.8,NA,83.8,NA,0.188259284220713,2225.65384615385,11,0,0,0,30,33327623701,2.87999996542931,4702.14013671875,18808.560546875,3.22,1.75527849590772,2.48811260593364,2.48811260593364,2.50142015355755,1.71133321855495
1605,12,NA,NA,0,NA,NA,NA,1,0,0,2697866.38039947,216166.569110207,122328.483684031,30277.2926100322,69306.9682979062,47045.9301454554,3,NA,48,1,3,0,1,0,0,0,18.5106203739976,251199.200674169,NA,NA,NA,NA,NA,NA,NA,NA,NA,5762.5,480.208333333333,NA,580,0,0,580,48.3333333333333,NA,48.3333333333333,NA,0.0914465904611746,6342.5,12,0,0,0,30,33327623701,8.8899998664856,4702.14013671875,51723.54296875,9.62,7.35172568949792,7.54832189467249,7.41591447082363,7.50504150432658,7.26038936409129
1606,3,3,0,0,0,0,1,0,0,13,15197.8743860836,34.8102059530668,459.543750679589,61.9611443986435,256.327189551526,13.6360239417935,3,2,51,1,2,0,1,0,0,0,24.0981088426067,103.042104530881,45,2,0,1,0,0,0,26.1551440110533,14915.5599866767,6601.92307692308,2200.64102564103,3300.96153846154,355,0,52,355,118.333333333333,177.5,118.333333333333,177.5,0.0510283060592658,6956.92307692308,11,0,0,0,30,33327623701,2.88999992609024,4702.14013671875,14106.419921875,2.6,2.37680827146645,2.61081586020197,2.61081586020197,2.54010582832007,2.29620157870032
1607,3,2,1,0,0,1,0,0,0,10,29239.37207266,1222.05492138124,774.397661600674,1185.39850051769,1812.29300616083,54.3065993044,3,1.8,38,1,2,0,1,0,1,0,23.6039973297073,393.16031316211,33,2,0,1,0,0,0,25.5278702923152,22870.8026787356,1208.19230769231,402.730769230769,671.217948717949,202,0,2.8,202,67.3333333333333,112.222222222222,67.3333333333333,112.222222222222,0.143242874676122,1410.19230769231,11,0,0,0,30,33327623701,2.34999996423721,4702.14013671875,14106.419921875,2.72,1.93201728298756,1.84761658262346,1.84761658262346,1.89059151004891,1.95753983357135
1608,5,4,1,0,1,0,2,1,0,9,778621.388310944,34825.6713022596,47792.8449746739,55689.0999961906,1255977.38199337,1633.09179596079,3,2.8,50,1,2,0,0,0,0,0,17.8794301495797,116018.034533184,44,2,0,0,0,0,1,20.4067780090643,105432.838000643,1815.09615384615,363.019230769231,648.248626373626,290,797.872142857143,0,1087.87214285714,58,103.571428571429,217.574428571429,388.525765306123,0.374744754909161,2902.9682967033,11,0,0,0,30,33327623701,4.12999990582466,4702.14013671875,23510.701171875,4.29,3.96792991539047,4.27948787329702,4.27948787329702,4.14820931463043,3.66781506084747
1609,6,3,3,0,2,1,1,1,0,4,20306.1001480263,68724.6021158571,77.8388547699349,298.714249637825,953.92881316694,34.9382877095244,3,2.9,46,1,2,0,1,0,1,0,23.4577110010005,5153.39836250882,31,2,0,1,0,1,1,27.3786633156192,5648.47206655304,2052.34615384615,342.057692307692,707.705570291777,1033,292.5,5,1325.5,172.166666666667,356.206896551724,220.916666666667,457.068965517241,0.392409819639279,3377.84615384615,11,0,0,0,30,33327623701,4.2399999499321,4702.14013671875,28212.83984375,4.45,3.65464867505432,3.74929328627152,3.82186426679927,3.63931596066353,3.36279507978922
1610,5,3,2,0,1,1,1,0,0,6,1056348.24313028,96833.6989513449,35756.1801112365,121552.15180393,1445990.08408222,37210.6114707318,3,2.6,51,1,2,0,1,0,0,1,21.8205281638762,284730.491320886,42,2,0,1,0,0,1,27.7989449482776,137314.202274145,1632.11538461538,326.423076923077,627.736686390532,680,2335.6,56.274358974359,3015.6,136,261.538461538462,603.12,1159.84615384615,0.648834911445326,4647.71538461538,8,0,0,0,30,33327623701,4.28999990224838,4702.14013671875,23510.701171875,4.43,4.0894079524372,4.18552295692288,4.22082821706615,4.12901347319046,3.74178822592764
1611,4,1,3,0,1,2,0,0,0,13,65823.8610170224,1985.61128231178,1599.70052043022,3593.3392735736,247468.012506182,6043.04881763344,3,1.9,38,2,2,0,0,1,0,0,24.5922914610207,64598.1691254334,NA,NA,NA,NA,NA,NA,NA,NA,NA,1206.30769230769,301.576923076923,634.898785425101,1020,15,26,1035,255,536.842105263158,258.75,544.736842105263,0.461783985997186,2241.30769230769,10,0,0,0,30,33327623701,2.89999997615814,4702.14013671875,18808.560546875,3.76,2.42120211729497,2.95199826791424,2.91535446518273,2.70875928220388,2.2835580534781
1612,7,5,2,0,0,2,3,1,0,9,5700885.16845536,262151.741501192,19621.0825233511,1086790.99723441,1038472.63659968,64618.6997411921,3,3.6,45,1,2,0,1,0,0,0,18.1811583684134,1252815.18890173,32,2,0,1,0,0,0,26.2707775974738,841024.89063374,1102.01923076923,157.431318681319,306.116452991453,1381,0,0,1381,197.285714285714,383.611111111111,197.285714285714,383.611111111111,0.556177730275641,2483.01923076923,12,0,0,0,30,33327623701,5.3199999332428,4702.14013671875,32914.98046875,5.12,3.90674031497308,4.25466877618239,4.25466877618239,4.37423300807264,3.81752429271141
1613,7,NA,NA,NA,NA,NA,NA,0,0,0,47397.9271546896,420.217067078726,290.921283116609,9863.74930073983,3155.33364261702,103.732425255149,3,NA,40,1,2,0,1,0,0,0,23.6333482649152,20503.1750032871,24,2,0,1,0,0,0,27.3618389230588,9769.84200538167,2111.38461538462,301.626373626374,NA,920,0,0,920,131.428571428571,NA,131.428571428571,NA,0.30349167681689,3031.38461538462,11,0,0,0,30,33327623701,3.41999995708466,4702.14013671875,23510.701171875,3.21,2.27886319917681,2.19072793242502,2.22414122400233,2.42113281085949,2.30635339035762
1615,4,3,1,0,1,0,1,1,0,4,109870.716896564,2575.96024657225,2731.14651543219,12822.662755516,1305.51154397217,60.4261870546702,3,2.3,48,1,2,0,1,0,0,0,22.1644282863493,49387.8082676864,38,2,0,1,0,0,0,24.0182120703699,992.142744429939,1113.5,278.375,484.130434782609,1150,0,10,1150,287.5,500,287.5,500,0.508062734702894,2263.5,12,0,0,0,30,33327623701,3.25999993085861,4702.14013671875,18808.560546875,3.14,2.56813332924142,2.42094794021705,2.42094794021705,2.41955482575083,2.42456392807443
1616,3,NA,NA,0,NA,NA,NA,0,0,0,3030.38305307976,2702.23106058141,8884.88825676487,507.725548615694,7835.80446007123,187.282776208722,3,NA,51,1,2,0,0,1,0,0,22.8301611080524,1712.17599631161,40,2,0,0,1,0,0,23.6227374543207,1318.20705676816,601.884615384615,200.628205128205,NA,550,0,37,550,183.333333333333,NA,183.333333333333,NA,0.477478379912518,1151.88461538462,10,0,0,0,30,33327623701,1.85999995470047,4702.14013671875,9404.2802734375,1.58,1.35972502720814,1.42492754838116,1.42492754838116,1.38226161840833,1.2756130339807
1617,6,5,1,0,1,0,4,0,0,0,58815.0122556502,87.9274859647836,1102.99660006599,864.797340045206,20098.3607332466,381.239620365457,3,3.3,53,2,3,0,1,0,0,0,19.0919937611857,395.410422785777,NA,NA,NA,NA,NA,NA,NA,NA,NA,2470.19230769231,411.698717948718,748.543123543124,1000,482.826666666667,25,1482.82666666667,166.666666666667,303.030303030303,247.137777777778,449.341414141414,0.375112458676504,3953.01897435897,8,0,0,0,30,33327623701,5.31999987363815,4702.14013671875,28212.83984375,3.66,2.99398870105403,3.39508936745348,3.39508936745348,3.37264734342786,2.94312727164161
1619,5,4,1,0,1,0,2,0,0,14,952202.501375098,42294.8924625803,57989.8662240023,68622.4387721911,1525322.67091521,2032.15102113362,3,2.8,53,1,2,0,0,1,0,1,16.7016606222562,165557.405257372,48,2,0,0,1,0,0,22.0140181513259,157239.164772237,1702.5,340.5,608.035714285714,925,550,0.0133333333333333,1475,185,330.357142857143,295,526.785714285714,0.46420141620771,3177.5,12,0,0,0,30,33327623701,4.28999990224838,4702.14013671875,23510.701171875,4.45,3.42282207352195,3.90510803161111,3.86856260213217,3.80724344792926,3.33619829491077
1620,3,2,1,0,1,0,0,0,0,9,1474.60982655274,83.8464390922479,65.4298089829659,135.813615051191,698.474140851383,19.3031327683728,3,1.8,28,1,2,0,1,0,0,0,17.0775591611473,480.858023403808,26,2,0,1,0,0,0,27.0631570534942,381.914223473337,2841.63461538462,947.211538461538,1578.6858974359,887,25,6.66666666666667,912,295.666666666667,492.777777777778,304,506.666666666667,0.242964511319798,3753.63461538462,10,0,0,0,30,33327623701,2.33999997377396,4702.14013671875,14106.419921875,2.72,1.64120372922618,1.85600269093577,1.92286755650644,1.99948874193276,1.71808633722618
1621,4,2,2,0,1,1,0,1,0,8,44520.5585204655,1931.3376486927,23572.3498412148,4259.20816404123,58516.3510715952,165.292915100407,3,2.1,31,1,2,0,1,0,0,0,23.4569778900663,916.81542052962,28,2,0,1,0,0,0,20.605054986061,1131.31803569099,602.019230769231,150.504807692308,286.675824175824,123,20.8695652173913,125.023666666667,143.869565217391,30.75,58.5714285714286,35.9673913043478,68.5093167701863,0.192883397621073,745.888795986622,11,0,0,0,30,33361709001,2.70999997854233,4702.14013671875,18808.560546875,3.04,2.07139649581351,2.22785199728517,2.1965530704946,2.17056266285841,2.0927691909617
1622,6,3,3,0,1,2,1,0,0,3,284285.176285561,17169.5803821063,12239.0614191653,1118.46967011998,2466.69961043011,83.2720915127343,3,2.9,53,1,2,0,1,0,0,0,19.7378448407255,57415.2791005983,48,2,0,1,0,0,1,18.6954576714807,38505.3950356849,3729.88461538462,621.647435897436,1286.16710875332,235,1144.72878674948,80,1379.72878674948,39.1666666666667,81.0344827586207,229.95479779158,475.768547154994,0.270026062279628,5109.6134021341,10,0,0,0,30,33361709001,4.43999999761581,4702.14013671875,28212.83984375,4.23,3.88582073864427,4.22957898173835,4.23700980567956,4.00463172560669,3.60241971733336
1623,4,NA,NA,NA,NA,NA,NA,0,0,0,2023.45895340646,99.0708157894737,29.6052593984962,336.263917422648,3551.6809,117.83242799825,3,NA,58,1,2,0,0,0,0,0,19.3101737507153,1007.16189534065,53,2,0,1,0,0,1,19.0555927518044,1016.29705806581,966.307692307692,241.576923076923,NA,165,245.6,45,410.6,41.25,NA,102.65,NA,0.298204449211723,1376.90769230769,8,0,0,0,30,33361709001,1.85999995470047,4702.14013671875,9404.2802734375,1.54,1.52799085369357,1.69359878316233,1.69359878316233,1.5596857726227,1.36247320803913
1624,4,1,3,0,1,2,0,1,0,10,2211.67511155616,130.620926977007,68.7920694536941,252.900885918126,814.89194797674,43.5273370513694,3,1.9,35,2,2,0,1,0,0,1,27.3777777777778,474.219144668693,NA,NA,NA,NA,NA,NA,NA,NA,NA,2196.92307692308,549.230769230769,1156.27530364372,130,264.59,285,394.59,32.5,68.4210526315789,98.6475,207.678947368421,0.152262399720745,2591.51307692308,9,0,0,0,30,33361709001,2.69999995827675,4702.14013671875,18808.560546875,3.48,2.95063439501377,2.87745765729381,2.75992561377424,2.59077745765889,2.73018128017701
1625,6,4,2,0,2,0,2,0,0,15,2128.17058300071,18357.1679259986,84.9093134143781,190.730156450626,350846.703367475,7649.91070033286,3,3.1,48,1,2,0,0,1,0,1,19.0355024167859,453.151183893069,45,2,0,0,1,0,1,16.5782202534977,366.739541478705,1919.07692307692,319.846153846154,619.057071960298,655,1582.79342857143,200,2237.79342857143,109.166666666667,211.290322580645,372.965571428571,721.868847926267,0.538336113293517,4156.87035164835,11,0,0,0,30,33361709001,5.18999987840652,4702.14013671875,28212.83984375,5.63,3.96973117967645,5.70249304329055,5.52910580426128,5.39641452245062,3.87754702480175
1626,2,2,0,0,0,0,0,0,0,10,683105.884877402,39402.3927333716,26809.6392357375,92063.8013576526,1031093.84509966,1867.04859859082,3,1.5,33,1,2,0,1,0,0,0,19.4329809486121,341566.939775783,23,2,0,1,0,0,1,24.181506727701,341538.945101619,1468.80769230769,734.403846153846,979.205128205128,495,894.533333333333,97.5,1389.53333333333,247.5,330,694.766666666667,926.355555555555,0.486132802513202,2858.34102564103,9,0,0,0,30,33361709001,1.84999996423721,4702.14013671875,9404.2802734375,2,1.60279530724787,1.70912580299182,1.70912580299182,1.7027075954427,1.5516241183876
