"hhid","hhsize","adult","child","poly","boy","girl","otheradult","porl_hh","spouseabroad_hh","mealdata_hhmin","hh_kcal","hh_protein","hh_fat","hh_carb","hh_calcium","hh_iron","sampletype","AE_OECD","agehead","sexhead","maritalhead","abroadhead","lithead","noschoolhead","secondschoolhead","agworkhead","BMIhead","I_kcalhead","agespouse","sexspouse","abroadspouse","litspouse","noschoolspouse","secondschoolspouse","agworkspouse","BMIspouse","I_kcalspouse","nonfoodexp_hhwk","nonfoodexp_hhwk_pc","nonfoodexp_hhwk_AE_OECD","foodpurch_hhwk","foodprod_hhwk","foodother_hhwk","foodtot_hhwk","foodpurch_hhwk_pc","foodpurch_hhwk_AE_OECD","foodtot_hhwk_pc","foodtot_hhwk_AE_OECD","foodshare","totexp_hhwk","hhds","nofood","hungrynight","hungryday","nonag_income","""hhid""","purchase_val","curr_val","ag_purchase_val","ag_curr_val","anysaving_pastyr","anysaving_curr","total_saving","anyloan","anyloan_curr","total_loan","market_val","area_planted","agsales","store_capacity_kg","nmo_anygrain","profit_12mon","hh_lat","treated_drinkwater","negshock_no","negshock_val","posshock_no","posshock_val","prog_ct","cash_received","inkind_val","tot_othinc","visit_sixmo","health_org","num_visited_sixmo","any_advice","advice1","advice2","advice3","advice4","any_grpdiscuss","discuss_topics1","discuss_topics2","discuss_topics3","discuss_topics4","dvcode","vcode","aeu","hhweightR1","popweightR1","hhsize_India_grp","hhsize_FAO_sample","hhsize_FAO_age","hhsize_FAO_grp","hhsize_IOM_grp","hhsize_IOM_sample"
3520,4,3,1,0,0,1,1,0,0,7,3007.7032019134,109.256195575499,49.9126239596551,575.002938582373,860.65852302863,20.7871462123422,3,2.3,26,1,2,0,1,0,0,0,20.2773205948563,869.139333046971,24,2,0,0,1,0,1,20.9892658636342,947.920775813012,793.961538461538,198.490384615385,345.200668896321,357.650000035763,315,0,672.650000035763,89.4125000089407,155.500000015549,168.162500008941,292.456521754679,0.458642239188275,1466.6115384973,7,0,0,0,3040,NA,NA,NA,NA,NA,1,1,8006,1,1,8000,932000,34,900,220,7,58200,1,0,3,19000,NA,NA,2,5600,1440,8000,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64506669301,3.10999995470047,6657.60009765625,26630.400390625,3.18,2.96835547072809,3.32592438207012,3.32592438207012,3.32292376824719,2.85664709085905
3521,5,3,2,0,2,0,1,1,0,7,11900.2138871599,534.938684376135,561.417594991443,2064.24050434591,5136.63511501152,416.907934228983,3,2.6,35,1,2,0,1,0,0,0,20.0680500345579,4002.65716553285,22,2,0,1,0,0,1,21.5008667731877,2969.44313874485,1836.71153846154,367.342307692308,706.427514792899,1153.90000009537,670,15,1823.90000009537,230.780000019073,443.807692344372,364.780000019073,701.50000003668,0.498250082229263,3660.61153855691,11,0,0,0,19050,NA,NA,NA,NA,NA,1,1,13058,0,0,0,7666000,1049,124800,4782,12,120000,1,0,1,20000,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64696334401,3.6599999666214,6657.60009765625,33288,3.84,3.0929275189909,3.49892618685489,3.43953737429651,3.29243891119769,2.92483407786297
3522,3,2,1,0,0,1,0,0,0,9,6937.80401012154,257.909084896173,131.631849965048,1295.80624646756,2338.75938620895,68.0690119174043,3,1.8,40,1,2,0,1,0,1,1,19.9806205476496,2957.7265818063,33,2,0,1,0,0,1,15.0350520365854,2210.79403803382,1775.13461538462,591.711538461538,986.185897435897,745.200000047684,1074.5,12,1819.70000004768,248.400000015895,414.000000026491,606.566666682561,1010.94444447094,0.506198530590497,3594.8346154323,11,0,0,0,5250,NA,NA,NA,NA,NA,0,0,0,0,0,0,7521000,945,149670,40000,12,5000,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64696334401,2.5799999833107,6657.60009765625,19972.80078125,2.7,2.44184775803267,2.7596949737427,2.76358706000484,2.58629883181484,2.29295585841915
3523,5,4,1,0,1,0,2,0,0,9,10764.2899197104,456.724500797107,392.999242349669,1931.17312470404,4623.72529876542,286.530653505728,3,2.8,25,1,2,0,1,0,0,1,22.967922108681,3047.73915732023,22,2,0,1,0,1,1,20.1892207785773,2084.31240200332,5598.84615384615,1119.76923076923,1999.58791208791,874.940000280738,768,291.75,1642.94000028074,174.988000056148,312.478571528835,328.588000056148,586.764285814549,0.226869444266104,7241.78615412689,11,0,0,0,42500,NA,NA,NA,NA,NA,1,1,208000,1,0,0,14482000,2228,340100,150000,12,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64696334401,3.94999995827675,6657.60009765625,33288,4.04,2.3495317142282,4.20285216767855,4.20285216767855,4.2831535789458,2.24071692585607
3524,3,2,1,0,0,1,1,0,0,14,9671.98242029453,413.755428254674,460.912455318185,1628.13829535023,4560.66960047132,325.39098289746,3,1.8,40,2,3,0,1,0,0,1,19.4891392552396,3394.33223877101,NA,NA,NA,NA,NA,NA,NA,NA,NA,1412.90384615385,470.967948717949,784.946581196581,337.999999523163,896.2,0,1234.19999952316,112.666666507721,187.777777512868,411.399999841054,685.666666401757,0.466245403080328,2647.10384567701,9,0,0,0,9750,NA,NA,NA,NA,NA,1,1,10000,0,0,0,7990000,1101,125850,6540,12,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64696334401,2.16000002622604,6657.60009765625,19972.80078125,1.93,2.02818304867699,2.18306814073629,2.18696022699843,2.03973043667202,1.84488861752596
3525,3,2,1,0,0,1,0,0,0,11,4145.67062642597,174.028610578463,157.319873430829,749.948232521443,1824.97640325629,128.014176798118,3,1.8,60,1,2,0,1,0,0,1,24.6165258076974,1188.53239059129,46,2,0,1,0,0,0,16.4516389490916,1485.22624031675,505.461538461538,168.487179487179,280.811965811966,376.900000095367,420,0,796.900000095367,125.633333365122,209.388888941871,265.633333365122,442.722222275204,0.611888462998055,1302.36153855691,6,0,0,0,3400,NA,NA,NA,NA,NA,1,0,0,1,0,0,940000,206,22300,4000,12,0,1,0,NA,NA,1,600,1,600,0,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64696334401,2.1700000166893,6657.60009765625,19972.80078125,2.41,2.02416889857176,2.24275721535676,2.20208477510766,2.22913146934571,1.98655392184262
3526,3,2,1,0,1,0,0,0,0,4,5126.67265636045,242.952664001543,234.259515044667,869.968442978409,2498.59771819944,173.654719544253,3,1.8,55,1,2,0,0,1,0,1,17.7999288002848,1439.72390031898,47,2,0,0,1,0,0,16.1138875916491,936.832453588517,610.653846153846,203.551282051282,339.252136752137,490.999999761581,20,0,510.999999761581,163.666666587194,272.777777645323,170.33333325386,283.888888756434,0.455577272455687,1121.65384591543,8,1,0,1,200,NA,NA,NA,NA,NA,0,0,0,0,0,0,200000,NA,0,100,12,500,0,0,1,60000,NA,NA,1,0,240,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64696334401,2.77999997138977,6657.60009765625,19972.80078125,2.6,2.39917127763649,2.74407492054489,2.71810426681837,2.60377048968239,2.21899545658882
3527,4,3,1,0,0,1,1,0,0,7,3530.72588149692,135.889292166318,81.9386320734632,672.391764866861,1436.90364551044,46.854711236724,3,2.3,45,1,2,0,1,0,0,1,18.6977600887299,354.690909090909,30,2,0,1,0,0,1,19.6078437890892,2177.75462061114,954.115384615385,238.528846153846,414.832775919732,210.40000000596,391.2,40.1,601.600000005961,52.6000000014901,91.4782608721567,150.40000000149,261.565217393896,0.38670312446154,1555.71538462135,9,0,0,0,350,NA,NA,NA,NA,NA,0,0,0,1,1,5000,1010000,178,12700,16000,12,0,1,0,1,6000,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64696334401,2.94999995827675,6657.60009765625,26630.400390625,3.17,2.09834320184146,2.993382442313,3.02084073520318,3.00175291134034,2.02554346521556
3528,5,2,3,0,0,3,0,1,0,5,15228.428697053,640.548840197615,640.378243761027,2753.83912294583,6787.73452436551,455.282549519078,3,2.4,37,1,2,0,1,0,0,1,20.9115742872263,5733.62453954326,32,2,0,1,0,0,0,17.8806720182879,4050.23381539352,1250.57692307692,250.115384615385,521.073717948718,835.300000071526,520,12,1355.30000007153,167.060000014305,348.041666696469,271.060000014305,564.708333363136,0.520093634519791,2605.87692314845,9,0,0,0,3500,NA,NA,NA,NA,NA,1,1,1000,1,1,9000,2715000,102.5,1750,1000,12,108000,0,0,NA,NA,NA,NA,1,1200,0,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64696334401,3.34999996423721,6657.60009765625,33288,3.97,2.97223927503707,3.14111939066772,3.10982046387714,2.96653678132894,2.89899149679213
3529,4,2,2,0,2,0,0,1,0,8,7067.65533197984,305.89443422801,265.698860837015,1242.5512263008,2441.20401243953,209.376730585926,3,2.1,40,1,2,0,1,0,1,1,18.4231614501718,3102.69675307921,35,2,0,1,0,0,1,28.9621520619512,2244.57561180023,878.192307692308,219.548076923077,418.186813186813,430.60000026226,394.8,13,825.40000026226,107.650000065565,205.047619172505,206.350000065565,393.047619172505,0.484505592334638,1703.59230795457,10,0,0,0,5000,NA,NA,NA,NA,NA,0,0,0,0,0,0,5610000,235.5,26025,3000,12,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64696334401,2.80999994277954,6657.60009765625,26630.400390625,2.99,2.56095545390482,2.77288815926354,2.86754407132869,2.74169230437501,2.36120615742127
3530,5,3,2,0,1,1,1,0,0,10,13831.5777219109,590.424100404739,498.183460575265,2442.70804690612,6945.01351894058,328.902113681536,3,2.6,50,1,2,0,0,1,0,1,21.9047733019345,3922.27594339034,42,2,0,0,1,0,1,20.5479820537533,3512.63609876307,2759.51923076923,551.903846153846,1061.35355029586,599.900000035763,579.3,10,1179.20000003576,119.980000007153,230.730769244524,235.840000007153,453.538461552216,0.299386661230676,3938.71923080499,8,0,0,0,15050,NA,NA,NA,NA,NA,0,0,0,1,1,65000,6420500,1003,181350,10000,12,0,1,0,NA,NA,2,1300,2,2500,0,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64696334401,3.84999990463257,6657.60009765625,33288,3.98,3.40591961141667,3.71373791980917,3.74715121138647,3.64621462230117,3.31936136899924
3531,3,2,1,0,0,1,0,0,0,9,2198.29588295027,82.1986207252866,34.248021997266,416.33531620714,736.776089603527,16.1145663851817,3,1.8,53,1,2,0,0,1,0,0,17.9976035391898,935.145025323407,40,2,0,1,0,0,1,24.3300795186135,873.938912183218,404.884615384615,134.961538461538,224.935897435897,678.900000095367,0,59,678.900000095367,226.300000031789,377.166666719649,226.300000031789,377.166666719649,0.626415978228939,1083.78461547998,7,0,0,0,2530,NA,NA,NA,NA,NA,1,0,0,1,1,3500,32000,NA,NA,2000,7,30000,1,0,1,56000,NA,NA,NA,NA,NA,600,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64696334401,2.33999994397163,6657.60009765625,19972.80078125,2.3,1.82215269711784,2.08795727428232,2.1154155671725,2.05106760811477,1.70833290260845
3532,6,5,1,0,1,0,3,0,0,0,9870.29856977206,448.900027620131,390.847456644807,1681.60915485524,4096.85360754109,281.68704217077,3,3.3,47,1,2,0,1,0,0,1,16.065103084045,2029.8839390167,38,2,0,0,1,0,1,22.7690887130698,1707.9875158058,961.480769230769,160.246794871795,291.357808857809,965.699999809265,74.1,60,1039.79999980927,160.949999968211,292.636363578565,173.299999968211,315.090909033111,0.519567277063294,2001.28076904003,7,0,0,0,6360,NA,NA,NA,NA,NA,1,1,2700,1,1,20000,172000,37,0,8000,12,0,1,0,2,106000,NA,NA,3,10600,500,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64696334401,5.17999994754791,6657.60009765625,39945.6015625,4.1,2.99547956655778,4.41128941900984,4.45012070315542,4.29867230606683,2.68659584591625
3533,4,2,2,0,1,1,0,0,0,10,12386.4471795298,487.077702625665,488.947494208835,2385.5818119936,4445.82495281646,391.081444366367,3,2.1,37,1,2,0,0,1,0,1,18.1637338547426,4987.95416868986,30,2,0,0,1,0,1,19.0154123260844,2785.82964494743,356.980769230769,89.2451923076923,169.990842490842,985.600000023842,30,0,1015.60000002384,246.40000000596,469.333333344687,253.90000000596,483.619047630401,0.739920027129165,1372.58076925461,8,0,0,0,3500,NA,NA,NA,NA,NA,1,1,2091,1,1,23000,30000,NA,0,500,12,28000,1,0,NA,NA,1,0,1,1200,0,2000,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64696334401,3.22999995946884,6657.60009765625,26630.400390625,3.96,3.03974834687409,3.59602065802835,3.55944494069622,3.42665623709365,2.92154626132537
3534,4,3,1,0,0,1,1,0,0,9,8160.002640475,311.463750923042,388.017100110979,1527.61929827182,2813.13886607511,312.230579920647,3,2.3,68,1,2,0,0,1,0,0,17.5442773732492,2774.20472982462,60,2,0,0,1,0,0,12.397986149024,1139.005001212,549.903846153846,137.475961538462,239.088628762542,830.299999833107,20,23,850.299999833107,207.574999958277,360.999999927438,212.574999958277,369.695652101351,0.607268721815116,1400.20384598695,8,0,0,0,4325,NA,NA,NA,NA,NA,1,1,464,1,1,10000,35000,NA,0,400,10,48000,0,0,NA,NA,NA,NA,1,0,250,1600,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64696334401,2.58000001311302,6657.60009765625,26630.400390625,3.03,2.04442371187927,2.49380685519085,2.55007058562365,2.67135982856224,2.06648019542931
3535,5,3,2,0,1,1,1,0,0,9,15098.4580661273,661.77249542386,657.659402428098,2709.09028224386,5738.9903426334,498.633593911651,3,2.6,38,1,2,0,0,1,0,1,19.5192818991295,4682.73170077592,31,2,0,1,0,0,1,23.1232501058863,2956.87388699142,675.576923076923,135.115384615385,259.837278106509,459.800000548363,720.916666666667,95,1180.71666721503,91.9600001096725,176.846154057063,236.143333443006,454.121795082704,0.636061382418139,1856.29359029195,10,0,0,0,6500,NA,NA,NA,NA,NA,0,0,0,0,0,0,2282000,312.5,4420,3800,12,18000,1,0,NA,NA,NA,NA,2,1900,0,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64696334401,3.86999994516373,6657.60009765625,33288,4.34,3.46199274044034,3.92540671294952,3.99797769347727,3.84443640332327,3.2774360951666
3536,5,4,1,0,0,1,2,1,0,0,14874.5193809217,612.99364049543,598.506334735492,2747.60417634546,4994.51873041471,486.205527654608,3,2.8,50,1,2,0,0,1,0,1,20.9771441139746,4322.87655415324,40,2,0,0,1,0,1,21.8417942473691,2828.02201838452,682.788461538462,136.557692307692,243.853021978022,1114.04999983311,63,50,1177.04999983311,222.809999966621,397.874999940395,235.409999966621,420.374999940395,0.632877545163289,1859.83846137157,9,0,0,0,6400,NA,NA,NA,NA,NA,1,1,1400,1,1,8000,1192000,112,15000,4000,11,0,0,0,2,30000,1,0,1,1200,0,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64696334401,4.36999994516373,6657.60009765625,33288,3.51,3.3380696554572,3.52549048175564,3.48481804150654,3.37907700269198,3.0749921125894
3537,3,2,1,0,0,1,1,0,0,7,5796.01875400913,227.679123018219,278.524806553243,1042.10504479987,2055.97711547963,217.765906123943,3,1.8,22,1,2,0,0,0,0,1,18.1578350788741,2694.90751806818,17,2,0,1,0,0,0,19.9495447454868,1492.51879091794,795,265,441.666666666667,568.349999427795,350,34,918.349999427795,189.449999809265,315.749999682109,306.116666475932,510.194444126553,0.535996731394342,1713.3499994278,7,0,0,0,5550,NA,NA,NA,NA,NA,1,1,2500,1,1,120000,1970000,328.5,13900,6000,12,30000,1,0,2,40000,1,30000,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64696334401,2.60999995470047,6657.60009765625,19972.80078125,2.39,2.36062790173573,2.80798162064101,2.80798162064101,2.63688093401736,2.11317675072377
3538,3,2,1,0,1,0,0,0,0,8,8012.61853240869,328.421111822517,340.857116688439,1487.49580471408,2853.23704660132,257.596373441415,3,1.8,28,1,2,0,1,0,0,0,22.9495405764214,3787.48358946457,22,2,0,1,0,0,1,19.7271101964279,2519.40419482936,725.365384615385,241.788461538462,402.980769230769,483.100000023842,391.8,20,874.900000023842,161.033333341281,268.388888902134,291.633333341281,486.055555568801,0.54672181778217,1600.26538463923,7,0,0,0,21450,NA,NA,NA,NA,NA,0,0,0,0,0,0,436000,90,4125,500,12,60000,0,0,1,22000,NA,NA,NA,NA,NA,1800,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64696334401,2.42999994754791,6657.60009765625,19972.80078125,2.87,1.96742116577466,2.27186747584037,2.19765064762333,2.22161177705792,1.98631368632395
3539,4,2,2,0,0,2,0,0,0,9,6141.99012733832,277.707565708044,318.77311979514,1077.36027695966,2514.87197428813,251.416622228495,3,2.1,45,1,2,0,0,1,0,0,21.2310046971975,1969.53303957971,35,2,0,0,1,0,1,19.9357655204736,1767.49268820548,817.519230769231,204.379807692308,389.294871794872,709,0,20,709,177.25,337.619047619048,177.25,337.619047619048,0.464455334534323,1526.51923076923,7,0,0,0,4650,NA,NA,NA,NA,NA,1,1,3000,1,1,29200,40000,NA,1500,1600,11,5000,1,0,1,3000,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64696334401,2.97999992966652,6657.60009765625,26630.400390625,3.6,2.44474918175836,2.66297811143546,2.73421025692545,2.66791574736151,2.37149132433377
3540,4,2,2,0,1,1,0,0,0,11,10765.962263808,492.24688340492,473.177869173904,1826.56592233621,4476.35255459161,333.26802659536,3,2.1,36,1,2,0,1,0,0,1,19.7947575984051,3892.49534109662,30,2,0,1,0,0,1,21.3009500437913,3227.89498423045,706.634615384615,176.658653846154,336.492673992674,334.950000047684,710.2,22,1045.15000004768,83.7375000119209,159.500000022707,261.287500011921,497.690476213183,0.596620150011858,1751.7846154323,8,0,0,0,7000,NA,NA,NA,NA,NA,1,0,0,1,0,0,2270000,377,47125,8000,12,60000,1,0,NA,NA,1,300000,1,1200,0,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64696334401,3.05999994277954,6657.60009765625,26630.400390625,3.65,2.68480383820927,3.06589964716067,3.10967349976047,3.01789952579279,2.60739200684515
3541,4,2,2,0,0,2,0,0,0,0,12662.4821828935,520.554616547963,579.836499478039,2247.8494999849,4700.96611881164,308.779747406904,3,2.1,40,1,2,0,0,1,0,0,21.6290732156162,5228.48589510489,35,2,0,1,0,0,1,21.3619714007742,4298.99972923329,1152.13461538462,288.033653846154,548.635531135531,771.799999952316,713.500000238419,20,1485.30000019073,192.949999988079,367.523809501103,371.325000047684,707.28571437654,0.563160880432564,2637.43461557535,10,0,0,0,5250,NA,NA,NA,NA,NA,0,0,0,0,0,0,515000,67,1000,2400,12,6300,1,0,NA,NA,1,0,2,12010,225,3000,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64855237101,3.09999996423721,6657.60009765625,26630.400390625,2.82,2.14805911955611,2.39660836467829,2.48281797288019,2.35505723161846,2.02722217232234
3542,4,3,1,0,1,0,1,0,0,10,10090.3928950507,612.061022812979,538.95578939195,1466.76347973168,6925.88810636484,324.296643757484,3,2.3,42,1,2,0,1,0,1,1,17.820953808876,2770.52951683257,27,2,0,1,0,0,1,21.2853382795285,3716.53333877616,5559.17307692308,1389.79326923077,2417.03177257525,1116.40000009537,310,0,1426.40000009537,279.100000023842,485.39130438929,356.600000023842,620.173913084942,0.204192266599862,6985.57307701844,10,0,0,0,12030,NA,NA,NA,NA,NA,1,1,10000,0,0,0,3872000,490,135480,8000,12,0,1,0,1,40000,NA,NA,NA,NA,NA,3000,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64855237101,3.03999996185303,6657.60009765625,26630.400390625,3.32,2.29580265925225,3.10694592726206,3.07040049778312,3.02339203617178,2.23548947929214
3543,2,2,0,0,0,0,0,0,0,6,3584.77894095958,140.959151651733,81.3963654342981,681.010570519505,1513.90982768776,48.7659312274492,3,1.5,76,1,2,0,0,0,0,1,16.8663914972131,2137.3988501212,65,2,0,0,1,0,1,17.3131306540348,1447.38009083838,449.346153846154,224.673076923077,299.564102564103,918.399999856949,290,10,1208.39999985695,459.199999928474,612.266666571299,604.199999928474,805.599999904633,0.728941519277607,1657.7461537031,8,0,0,0,1800,NA,NA,NA,NA,NA,1,1,60000,1,0,0,765000,60,14100,1600,12,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64855237101,1.29000002145767,6657.60009765625,13315.2001953125,1.21,1.41111056348123,1.76097574144225,1.76097574144225,1.81974060749609,1.36312719512044
3544,6,2,4,0,3,1,0,0,0,6,12268.9997442938,551.193282081301,554.934354574329,2225.53120872131,4652.62319062719,429.98560784708,3,2.7,45,1,2,0,1,0,0,1,23.1294389061241,2779.6375857173,40,2,0,0,1,0,0,23.471527857908,1730.15388607837,767.807692307692,127.967948717949,284.373219373219,1702,0.439285714285714,40,1702.43928571429,283.666666666667,630.37037037037,283.739880952381,630.533068783069,0.689177762734273,2470.24697802198,9,0,0,0,3500,NA,NA,NA,NA,NA,1,1,1200,1,1,13000,450000,33,1200,1500,11,0,1,0,NA,NA,NA,NA,2,8200,0,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64855237101,4.54999995231628,6657.60009765625,39945.6015625,4.48,3.0402993246953,4.16843983050752,4.11967475979902,3.96853737512461,2.79965227739764
3545,5,4,1,0,1,0,2,0,0,13,11225.555132636,459.87642483489,364.006643424563,2043.35604959377,4929.0866599173,218.531334072627,3,2.8,56,1,2,0,1,0,1,0,19.7629335583397,2585.76024176411,42,2,0,0,1,0,1,20.2425781000519,1842.86072352041,1267.23076923077,253.446153846154,452.582417582418,1360.5,340,31,1700.5,272.1,485.892857142857,340.1,607.321428571429,0.572996721141509,2967.73076923077,11,0,0,0,7000,NA,NA,NA,NA,NA,1,1,300,1,1,10000,1715000,224,21320,4000,12,54000,1,0,NA,NA,NA,NA,1,0,750,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64855237101,4.23999989032745,6657.60009765625,33288,4.3,3.33215081788044,3.75405904821113,3.78747233978843,3.73769783430447,3.22391115426999
3546,2,2,0,0,0,0,0,0,0,8,3719.45455151989,179.925620682102,110.036170975378,645.131231883478,1795.94747248326,54.4604920356047,3,1.5,50,1,2,0,0,1,0,1,19.481616055414,2079.34503305199,42,2,0,0,1,0,1,25.8884688261524,1640.10951846789,857.923076923077,428.961538461538,571.948717948718,317.950000047684,339,12,656.950000047684,158.975000023842,211.966666698456,328.475000023842,437.966666698456,0.433666694612702,1514.87307697076,8,0,0,0,7000,NA,NA,NA,NA,NA,1,1,78972,1,1,15000,1572000,80.5,39750,3000,12,0,1,0,2,70000,2,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64855237101,1.85999995470047,6657.60009765625,13315.2001953125,1.58,1.9343218318276,2.03561078340166,2.03561078340166,1.95770023934278,1.74690536577942
3547,6,4,2,0,1,1,2,0,0,7,15757.8204853405,698.899914482889,566.76595762187,2823.72967365851,6059.99226012031,410.700722180671,3,3.1,22,1,2,0,1,0,0,0,22.6487888896175,4014.51241493999,18,2,0,0,0,0,0,19.9025091318422,2913.60560713707,1069.61538461538,178.269230769231,345.037220843672,1389.90000009537,20,84,1409.90000009537,231.650000015895,448.354838740441,234.983333349228,454.806451643667,0.568619178081784,2479.51538471075,10,0,0,0,7050,NA,NA,NA,NA,NA,1,1,25200,1,1,16000,45000,NA,0,200,12,0,1,0,1,30000,1,40000,2,1200,6480,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64855237101,4.85999995470047,6657.60009765625,39945.6015625,5.14,4.13017978137167,4.45239138686851,4.45267855918933,4.33735787467594,3.96341415261645
3548,4,2,2,0,1,1,0,0,0,6,9924.41243901051,448.57636987963,441.714786853048,1785.27175893685,3975.59727392685,364.145867323685,3,2.1,35,1,2,0,0,1,0,0,17.6817115190646,3524.85958782172,30,2,0,1,0,0,0,21.4925148725094,3143.3531794356,498.653846153846,124.663461538462,237.454212454212,268.350000023842,450,2,718.350000023842,67.0875000059605,127.785714297068,179.58750000596,342.071428582782,0.590261076232424,1217.00384617769,6,0,0,0,7410,NA,NA,NA,NA,NA,1,1,5000,0,0,0,778000,90,16270,2000,12,0,1,0,1,13700,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64855237101,2.87999993562698,6657.60009765625,26630.400390625,3.59,2.48296499290912,2.81499952762966,2.78126747740087,2.80686295428271,2.51425648154328
3549,4,2,2,0,1,1,0,0,0,10,5483.63425374616,263.771001854227,159.307155779329,924.732421795389,2650.2358662348,75.7696365042557,3,2.1,43,1,2,0,1,0,0,0,22.9111433281081,1721.99651809603,35,2,0,1,0,0,1,22.1474173849656,1704.41621098892,2593.34615384615,648.336538461538,1234.92673992674,1288.34999990463,65,4.25,1353.34999990463,322.087499976158,613.499999954587,338.337499976158,644.452380906968,0.34290706636194,3946.69615375079,8,0,0,0,8500,NA,NA,NA,NA,NA,1,1,15000,1,1,55000,1704000,268,19600,3000,12,120000,1,0,NA,NA,1,0,1,1200,0,2000,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64855237101,3.0799999833107,6657.60009765625,26630.400390625,3.6,2.70377696486488,2.80862468984762,2.76795224959852,2.68955487219295,2.61933571223876
3550,3,3,0,0,0,0,1,0,0,11,8672.03649769379,416.879019060913,409.782741516352,1470.02529371006,4480.50609201603,306.231250892074,3,2,60,1,2,0,0,1,0,1,16.0886959013441,2993.294134476,48,2,0,0,1,0,1,19.3762223777775,2712.90132808931,1238.80769230769,412.935897435897,619.403846153846,948.800000071526,586.5,0,1535.30000007153,316.266666690509,474.400000035763,511.766666690509,767.650000035763,0.553439220939102,2774.10769237922,10,0,0,0,4900,NA,NA,NA,NA,NA,1,1,20000,0,0,0,2281000,237,37400,1600,12,1650,1,0,1,15000,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64855237101,2.53999996185303,6657.60009765625,19972.80078125,2.48,2.59095323286618,3.03755888187932,3.03755888187932,3.0538975121952,2.5161745331708
3551,7,4,3,0,1,2,2,0,0,6,13258.3339911593,628.041451094489,454.946719522163,2182.31996205213,7359.77577470479,238.301056696142,3,3.4,67,1,2,0,1,0,0,1,17.5645861344396,2768.33144718301,50,2,0,0,1,0,1,17.9453868188908,1865.93207540411,939.057692307692,134.151098901099,276.193438914027,966,490,40,1456,138,284.117647058824,208,428.235294117647,0.607918550219603,2395.05769230769,9,0,0,0,10550,NA,NA,NA,NA,NA,1,1,40000,1,1,6000,1137000,49,50750,4000,12,15000,1,0,1,32400,NA,NA,2,13500,750,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,50,64855237101,4.99999994039536,6657.60009765625,46603.19921875,5.11,3.1601278464639,4.60024142019657,4.71764234208859,4.73033991318641,3.11738209478624
